UID,growth_stage,label_quality
6R4qkNFv,2,1
MJAPuOom,2,1
Z3vYgRMO,3,2
1rLHtjpC,7,2
ScqrkNK6,1,1
NLP2Tpl6,1,1
PcJgxvUm,5,2
hPsFl9o7,4,2
MDUCksEJ,4,1
x8dLs7nP,6,1
vNmfOZ65,2,1
AoDWjtcq,1,1
Jj8ULAhw,4,1
xRTn9lIW,4,1
GqJ7vlsV,5,1
bAjBCV5t,2,1
cdIphfk8,7,1
23OQqXJf,4,2
nsNhqXVK,6,1
JTmjhLAx,1,1
tGp4BWH8,3,2
WLBxP10a,7,1
1OsHGwWU,7,1
SZ0qUrat,7,1
EA7Ofb6N,1,1
a8lZJkjn,2,2
bErmYINT,7,1
Ml2YbaTx,1,1
FoQ7jRNJ,7,1
K9I6raj1,2,1
DqBbMEmo,1,1
K3tzdpFn,7,2
8wFrHu6d,1,1
wtJNOWEF,7,1
aTXJYuRv,1,1
5GwRFbKN,5,2
FzUxguLj,1,1
7NJzXHjC,7,1
fIqYB8LW,3,2
OEdjNP7q,5,1
RVXwNFZ9,7,1
LWrl6ywN,2,1
W43evs9N,5,1
tNu23Ae7,5,2
WEUakX5i,4,2
6rkoH5vp,5,1
HFouLtOz,2,1
6eyTh0qQ,4,2
Ybw9u51g,5,2
TkzLarcv,4,1
RH152Gu0,1,1
I0JBMvQS,1,1
mUxjMpQ7,7,1
vJQgITGa,6,1
V7JueIn0,1,1
qMHFoeyA,2,2
sUhXbCkW,3,2
v2SQilJI,3,2
MIRB0FHP,4,2
ZDHzU4K0,7,1
CqwyG8EL,7,1
9exSykAs,6,1
DMjEoCbO,7,1
ZbaIQOCP,7,1
fZ6oPDJS,1,1
SIgUs1Gn,5,1
d3cFKfqx,7,1
SA8Bnj43,4,1
afyIBAsq,4,1
rVRLu0aF,1,1
enSIjv1g,1,1
lXBoaNyv,7,1
JuZgwmQT,5,2
0ryNxkTo,1,1
spreQ9DV,4,2
02hINknf,5,1
YK71IEZ0,1,1
camyXAZL,6,1
Hbl6UOrL,7,1
uckwdiK1,4,2
5FVPkcsI,7,1
1JgFjzke,3,2
6Uodk8ND,1,1
Gf5bqEoK,2,2
mRZe0Isi,2,2
g4m2kOrE,7,1
it9yJg4o,1,1
6kXfJ58K,1,1
l7VIanvK,3,2
HZnCm4ge,2,1
4SEWRVtG,4,2
n4BwqaOe,1,1
4Y8PWxTi,6,1
2ZkajM3F,7,1
rlhD6ujp,7,2
z9dRFqPQ,1,1
ngSFyjTV,7,1
JIjh4EDB,3,2
vekfP8SE,1,1
yWAxOcXe,2,1
LUzmnMr9,1,1
1cofGV4H,7,1
LDZcvz3o,2,2
FiEgq8xh,2,1
506AxZB8,4,1
hbA8OUn7,2,2
H1760sc5,7,1
oQksK5Fb,5,1
WnkYKm0o,7,1
Q5mz6liw,7,1
OD6l8qwv,3,2
1nIXcwaD,7,1
oZYwdNHG,7,2
HyGBxX3c,7,1
5ozsagub,7,2
Ium0EstF,4,1
9elrnvUN,1,1
DePjLx3M,7,1
PAjh437e,7,1
E4Ov9JYk,7,1
h8fCQ93q,5,1
Yld0yvDp,5,1
mX4zZDgN,1,1
ok9iuhgS,7,1
9gcvqpWt,7,1
xt59hfCR,4,1
593HWaEo,5,2
uGTA25yF,4,2
8bwsQMJy,4,1
VKQu5EmC,1,1
8kVY9hON,7,1
ceQiLvfV,6,1
3FxcfM01,4,2
sXTGQNMe,1,1
Okua34hr,1,1
hoelYPJ7,7,1
PSWsVJGj,7,1
4qausiIM,7,1
xl1T4aUP,1,1
rvVPBtwA,5,1
xu9o6n8T,2,1
KJDsqOiv,2,1
JjRLOlrq,1,1
nHe7TwLy,3,2
ZD2st4dy,3,2
EObzho9w,7,1
mPM3qyHd,5,1
loa2jEON,1,1
tSskyq5b,7,1
0RGIrvSQ,5,1
rucsV7Y3,3,2
jpNM80Fk,7,1
NJmbqR4h,1,1
REgiObps,2,1
cshy5HqY,2,2
PBWNeUSb,7,2
s6XPiT3F,6,1
5iQ3BNOI,2,1
epvQXhD6,4,1
89lQCRpI,1,1
Tr7pMXOe,1,1
hzvPGAQe,7,2
x4Yr7zo8,2,2
ERu2OKU7,7,1
u57UYmKS,3,2
4YekOQgf,5,1
ftZ3WGdb,5,1
z9vyNIXq,1,1
URwuiaxW,2,1
kwVSZGAv,1,1
9sy2ILnk,4,1
t4seWqmy,3,2
Wj5RGB7b,1,1
XGe3Cpot,5,1
ZV38O2rT,1,1
KYjSlIOU,7,1
WIZbpPsB,4,2
dIJ7mC4S,1,1
hQ1kHOxD,7,1
3isuR1vZ,1,1
6DRlpAhw,1,1
835OKS69,7,2
8eMv4xiD,7,2
DHcgOuMA,1,1
qyo7GmUu,5,1
hoI2fwyk,1,1
BlAIvStM,5,1
gUK0cADZ,1,1
N78j9cUT,4,2
lG9Fvj3O,6,1
kX3f6IDa,2,2
qEYBnPD6,7,1
3ReU8Wv1,1,1
OZWpE2CL,3,2
1Fdx7sSh,1,1
ZoOmH73p,5,2
a7OSKnLI,5,1
wKOyQu9Z,5,1
qYgBxnAC,1,1
56O4cN2h,1,1
0VyKnBTr,2,1
NEchHqin,1,1
tAK3CmRp,7,1
kmLuEc9s,5,1
K7pbxGQB,1,1
mlGTpPKM,1,1
dfxRuQ1z,7,1
gtJYTKQn,7,1
pEX9anRc,1,1
FeCl10oM,7,1
4g3s9Dyk,1,1
GcnfwC39,7,1
6T0vZnI7,1,1
CSGX2j48,1,1
QAEpu9XU,1,1
Xx4ejw6O,3,2
an4h0WYG,1,1
cV3iXORr,7,1
yHtp6cfB,7,1
UdA5DbzF,3,2
wvh0i1IY,7,2
F8gLfG3J,4,1
CV6IGFdr,5,1
ewid9Q8s,1,1
vORK3BeW,5,1
kXWUJxcE,2,1
nsxojNDv,2,1
aJBxTQA0,5,1
IT2DHbpc,1,1
5IFHg21G,1,1
B0T9ZKlv,5,1
tmpcjVza,7,1
3uPEm0WK,1,1
ystkqCxh,7,1
geUS3kid,4,1
HIZNAGe1,7,1
EjHICTpS,6,1
VylYACTb,7,1
04Opjmbk,3,2
7JocD4xt,7,1
v3ZP7RQi,7,1
ECAzxKO7,2,2
dkiwzrUg,7,1
10PkOmrt,6,1
TMaQPOYZ,7,1
qXRHfBW1,1,1
iznjbZ0M,7,1
5GNjA2Kh,2,1
Qda4PFzW,4,2
Lrw1OsFS,1,1
7pudQX31,1,1
z4IZVkEQ,3,2
NI5Pu4q0,1,1
XL3tsT6l,7,1
TB2z3rpc,2,1
PlFRoV8O,1,1
yCmwhkT9,7,1
iIs3JZBv,6,1
JVkjiXLf,4,2
FNQW9df3,1,1
lGCN0yvR,1,1
kZyzNIx9,7,1
yr68Xsu9,1,1
R1tmrJgd,1,1
C0cw6pJo,5,1
A9t2Dkpx,1,1
mj6XNFoS,3,2
o5VAqGUK,5,1
FiKOSz0x,7,1
hd6elNfZ,6,1
6gp4KGOn,5,2
lUE6Tgr1,1,1
My4ot1sG,7,2
rpQx03bK,1,1
9kASrEZz,1,1
1D2POAef,4,2
FgvRwEz8,1,1
RU4EWpeB,7,1
c7VUilqY,1,1
Xc3ZwTfQ,1,1
vqpHbXWz,1,1
5BA0z3Xw,1,1
KvqIQliF,4,2
kzaetKOn,3,2
Ri1fp5rW,1,1
ZTf3BF4g,4,2
m0YOK61D,7,1
YeWoqfZg,1,1
TcuYXHJx,5,2
guAMirvf,3,2
ZAnR0EsM,7,1
YuS81VUr,4,2
3e8qaoYp,2,1
iXyvQVtc,5,1
Z82GEcqs,7,1
8jQtCmRS,1,1
P2gUsfvu,1,1
qoAM5i9O,7,1
iFRjVprS,1,1
Sf5er6M8,1,1
m16iC7rJ,1,1
NSCmJpEo,4,1
F6OCr2ki,3,2
XlspTcDO,1,1
3H1NW60c,1,1
Yfmu1F6V,5,1
a7Ip6emA,2,2
Yren9biV,4,1
8RDTQgix,7,1
n2NRicLk,2,2
1utRCDhM,7,1
2EoisHC5,2,2
cDQCLBh9,5,1
hde3LUfQ,2,2
wZ2qQ7DL,1,1
Kb6pO3P0,7,1
U308S2Vc,5,2
itbF7kZl,1,1
eoDGhXcb,4,2
k3LmhDP7,1,1
nJLbRj37,2,1
MltgpJk9,1,1
ZAhWfVtd,7,1
6C8WoPvi,7,1
lmABIeNG,5,1
wP04J3FY,7,1
DCapXrsd,1,1
tSxQv3V0,1,1
eoFLxfuj,1,1
OgQhFScN,2,1
fvL9WDro,7,1
nyBg0Q2c,1,1
lfAhKyoq,1,1
V6ia0Cjz,3,2
hJO5seKa,3,2
bOdL5AVv,1,1
p5WsNq4n,1,1
A16qPxsz,2,2
NWv0dDsT,4,1
1HDXc7rE,1,1
H1F3wNr5,1,1
5GJUCdVN,5,2
4lFwEAQb,5,1
T13LUnGH,1,1
LjrABDie,3,2
G3YP7MrO,2,1
xNsf4n6Z,7,1
yqIR9voz,7,1
niZyOubc,4,2
Ialg0iv2,2,2
D5t3409g,2,2
HlRvPb3U,1,1
BTtpf5XV,1,1
uOypQbD7,1,1
UpPjByG1,1,1
tpJanmTB,7,1
6CGt41pS,3,2
ZH2sRbac,1,1
dzLfngNu,7,1
1QktZhlp,2,2
7RBxrG5m,1,1
WObpKk3T,2,1
rYEtxQBF,4,2
4R2MIXp6,2,2
SGJpf1ZI,1,1
Lcx3o78U,1,1
hXGA8HYn,6,1
XErVBepc,7,1
IcDq28Ho,1,1
uHLdbKzW,4,2
evahEOrj,1,1
DOSELhd8,7,1
Ac0w8npm,7,1
Dv83VOuB,2,1
SZPmctFT,5,2
lFMt6qSK,7,1
4cA9vWNo,7,1
M5uSEY27,7,1
JMqRH9LB,7,1
DlzotK2x,6,1
fyBZUGL6,4,2
qwbPreRc,5,1
FjkQKHGd,1,1
7hUVa5fG,4,1
SjQ9lPMr,7,1
vpAQ2bxO,5,1
UzrG5Cqh,4,1
CFaVwnUc,7,1
XMnqzgOf,4,1
X1Hg3DRG,7,1
kE7aW5te,1,1
BnTRhz94,3,2
jObHVuZa,4,1
R2FrOC6h,5,1
CJK4hLDH,6,1
7nSdykB5,7,1
IJtdpCwv,1,1
ZjE8oGuX,7,1
p0cLrITJ,7,1
Zx9uWQT7,1,1
7Ho6rsbN,1,1
qR3s6JrG,2,2
QJgD7lAa,5,2
aVvEFRWf,7,1
KXf1S0yk,7,1
60QRCJhg,1,1
ZcL6RATt,6,1
MPWRigf5,1,1
bEToeR9l,1,1
ZmFcQ8HO,7,1
Kn6j1Ovk,4,2
5WJXM2gT,4,2
PS5WBLdl,7,1
aYK2JcDs,7,1
MdFcWJGL,4,2
XJeIjshk,1,1
nRiyO3aH,2,2
qdQ908u7,7,2
wf0eUkNI,4,2
Zfa4CAsu,4,1
YCvLJNEa,5,1
GvmZXFep,4,2
wETtqc9x,2,1
lO53904V,7,1
vXtjLIOa,4,2
lqWRAGDM,3,2
c2A1rL5a,2,1
l4Zfj6JP,3,2
zLtlcKid,2,1
autSbKZ6,1,1
0NMoUlwD,6,1
e7HXw3Vb,3,2
uVcyovdl,7,1
5zJu86Gg,7,1
AWisoF9c,7,1
9AWds85u,7,1
6mvJL1Hn,7,1
E7nq6L8e,1,1
5wJ1svDg,7,1
Z9epqKv2,1,1
z0x1bMw9,4,2
yANzq4QO,1,1
8XwNcztF,2,2
ryfMYhvR,3,2
zejQ7nZo,4,1
2A6idJ5g,1,1
lAQjq7I9,1,1
9zPkcimV,1,1
AIrJRQ5q,2,1
z8cg0Uvd,1,1
aNARTzmb,6,1
CLcmEoYy,5,1
yMjcOwh5,4,1
WiAC75uV,1,1
ERmw2Hi4,7,1
kHpa8tnZ,2,2
SPNg31Mn,2,1
F6Bhux0G,3,2
ck8ZhveA,7,1
CErq8aSN,7,1
0HMCqIzT,1,1
o1HUQKZL,2,1
Mx5P7tGd,7,1
7d4Kp9FR,1,1
NoqZmT6n,2,2
yImoON8K,4,2
NTV8robD,2,2
i0QOLoJk,1,1
VAkcyMxq,4,1
TAf7VIW4,7,1
wRNEn6KM,1,1
IWiuv3er,5,1
78iqZe24,2,2
tevXzsDc,4,2
HOA0TlNr,5,2
sKHQDz9M,4,1
t5hyKDXx,7,1
lBgyHX8v,1,1
2PHRtO5m,4,2
xURgy9p1,7,1
9wlSxDBr,1,1
j4DKrbfE,1,1
LY2K0Cab,5,1
JUxmNzRw,4,2
JfBGgZ26,1,1
eDhTIF4J,1,1
1A4T83hW,3,2
UArfeE5k,7,1
egSurdpB,2,1
flKRQsuw,2,1
hNeSPwXY,5,1
Q7MCrRVs,1,1
zw5RvjqC,1,1
wV0Z31cp,1,1
TilIpyGJ,7,1
tqvMeu2j,4,2
WazMGjVU,7,1
3BbPFtYN,4,2
F5KbLUJV,2,2
jPyMu3dW,1,1
FJ1GIXTL,7,1
qUaXKYCu,2,1
7j1giDFG,2,2
rRt23f6S,7,1
eytRYw8j,6,1
EDz8qhFf,6,1
qi1EG3Bb,1,1
DFjJXkNf,5,1
vX8WtYbM,1,1
ucs5SrFL,2,1
Lpg1Fq9B,5,1
e6EJ5nTd,1,1
18g4ErdD,4,2
0sCjXV5h,4,2
1nHSBWt2,4,2
Spk6Mrn5,5,2
pjKFhCe5,7,1
lqvkcMKy,1,1
Hie4Bpg1,1,1
INhoeHjf,7,1
pieTbo6R,7,1
jKsiy95D,2,2
Mmq2Y4r0,7,1
wcROYFJA,4,1
42I5ngPN,1,1
0dYHGkXf,7,1
ealPw08Z,7,1
kt9BNLmx,4,1
x2KSCpaR,1,1
9JAegQuB,3,2
i70uRQw8,1,1
AwT2zuRa,6,1
Z5YFTmIW,4,2
NFBPSm3g,7,1
BYSsKIdC,5,1
ANbcGfVX,4,1
hj7ySXIr,6,1
YzLabwup,5,1
I4leyxKR,3,2
3eXNHPMj,7,1
AbVuUFk5,4,2
ClEjveA3,5,1
4rJ1d8Ok,3,2
OyZQL1ol,2,1
HrO1g3iS,2,1
y8Z4qDUi,1,1
9HCpmYGx,7,1
i0OG8l5d,2,1
fPzZW9K8,4,1
LKnNPs2u,2,2
NvlRb7CB,4,1
wtinHCqj,7,1
2Z50vzcp,4,2
nzhpvOQW,4,2
6HbzoTvm,4,2
MZEjDYiQ,1,1
cfIPC5FT,7,2
8sidOZ2N,6,1
3jqbKWcg,7,2
0ANwTkIe,4,2
cN6a2Dmw,7,1
bfjwaDlm,7,1
XAbn5VQ9,1,1
P7Lm8Cla,3,2
Y1d3nzV9,1,1
iFPDSXZc,2,1
LjMhf5Hq,1,1
EAxqK4Ii,2,2
jMSsydqX,7,1
URoYiAdb,7,1
vNWyqJd4,4,1
175CGbom,1,1
Qe201DCS,7,1
nO4A5cVU,1,1
vhrTnYB9,7,1
eFpGzmQc,3,2
tZxHeWiT,4,2
48GhLOEm,5,2
hcgo5Qai,5,2
jsqNxQti,2,1
qioSWmr4,2,1
mBZlhLTb,1,1
y0em5p4n,4,2
oGXDlxFt,1,1
xeh2iIL7,1,1
juMYytE7,2,1
WVD1vJxK,7,1
iqaI3Svy,1,1
9B6nfQpi,7,1
Bj8IufJo,1,1
JiOTcREz,6,1
ufqtMs0l,1,1
TLPDhuJC,3,2
msFfqa9I,2,1
Gfn6K7zw,4,2
qzAoF2ED,5,1
OBqJwCdK,7,1
sH7U0bqG,1,1
eLhGikXq,1,1
qPK8QMBL,1,1
rE51kBpq,1,1
Ikoi4gtT,4,2
0HDtUkGz,1,1
buv2Fifo,4,2
MX35bOid,1,1
xQAj9isa,6,1
ipEduJML,3,2
109K3dsq,2,1
rtFbRG2A,1,1
JHGm34go,4,1
AlwkTdJq,1,1
bXg9s2zB,2,2
vlyxzJYh,5,2
UaJqVgbA,7,1
CNRD4rcd,1,1
4hX1VUmQ,6,1
1VHGXBhk,2,1
4r7euUtQ,1,1
iktXe5xU,4,2
qBR3YLEf,1,1
U86pIMlm,2,1
RCPuMgiy,7,1
RLf1z4UT,7,2
wGW40KyH,1,1
3qwIPzLF,2,1
f3gyrzPM,1,1
T72LPrlq,2,1
6UE2cwPN,1,1
k5uR3bdj,7,1
E95sFUpN,1,1
q5p6fh7S,3,2
EQ8qK1Cl,5,2
APaJXnEo,1,1
WmqhQU2D,7,1
br3W09gV,6,1
9LyTPeHI,7,2
GC5KgEbO,7,1
wutQS7iP,3,2
iu7FKgxo,1,1
byONTzV1,4,2
5TgmdUbq,2,2
t7IS2mBw,5,1
N5vgMyn9,7,2
OsSA5uJY,1,1
qkVCREub,7,1
9HE4pDbF,4,1
HZyBmcR8,2,2
P4qTHFf8,4,2
JxWrbv4X,2,1
XaiSKbtI,7,1
74DOCg2b,1,1
s6xSHDAt,4,1
NIZUdw4Q,1,1
YiEvRChH,2,2
KP4jnTOv,4,1
gALfuG1B,2,1
FqGS7oBf,4,2
7jGZzOvr,1,1
zrKUfaN4,6,1
kOQ6WpHr,7,1
hQFqjgDd,7,1
wqRB9ksX,5,1
s2wIBurM,4,2
lMYH1JLE,3,2
WneC0pr5,1,1
VH1o6UBa,2,2
yQeOnrmT,4,1
KGkQhE24,1,1
6LOPRqbB,1,1
vRKcIk3n,4,2
HepjmWOQ,5,1
8Ky2hprX,3,2
PhAHUiXw,1,1
GIsdAaJ5,5,2
Q4MuT2hY,3,2
mCda29Zy,1,1
bJS35fMq,7,2
Q8t4mjd6,1,1
FnLp6JtG,7,1
JLsUGjT8,6,1
QR86Eb3l,2,1
F7G61ayD,7,1
5vZ6kIWG,2,1
ArlXKgpe,3,2
gRCPdQcX,1,1
T9qZmInK,1,1
X9B0A27k,4,2
tVxkUufz,1,1
TPHDSKFp,5,2
ZNCikbjy,4,1
ma8fJOr2,4,2
MzUE3BJx,5,1
lertM4Jk,1,1
Q7jExJV1,7,1
LtKqjzlR,1,1
6N3bISPz,7,1
UyfFroq7,4,2
3v7fJQqh,1,1
oU0RQtPg,5,1
357geElF,5,1
KDZqjzRO,2,2
FAtRDTj1,3,2
YQ9IUwdJ,4,1
VbzLrDA2,3,2
lkyZK21r,7,1
AKQp1hmz,1,1
4NKLruvE,4,2
7N3zSPaE,1,1
53jBaQYc,2,1
jE8ht75G,1,1
LdxYeyMp,1,1
e3nxRISv,2,1
zEy3gGCe,1,1
YFxJOrv3,7,1
dFhwNUHY,2,1
A4ghyxz1,5,2
jLUM2V6C,4,2
wCWvJDB4,1,1
M6vCyBsX,4,2
KREgvsLq,4,2
07sBHyhM,7,1
ZtmIqWhy,7,1
vswoeFnf,3,2
lNjGreM2,3,2
KQwfR0rm,1,1
cb9LxIPw,7,1
sZDGmc5J,1,1
t2IeyYK0,1,1
O9DwhQpk,1,1
tSX4vf2b,2,1
cw5Hzb1Y,1,1
EmyFaSz1,7,1
RTL4ihjd,2,1
JZuns1PK,2,1
LKOAH1WE,7,1
MdtLZq2J,5,1
rw5NtOfg,7,1
5zGjU0FC,4,2
bPH5JjWU,4,2
bNLuUw6Q,5,1
egRQTYXc,4,2
tks3j4BD,7,1
DidmEjqH,5,1
TPuHFrV7,3,2
DkCihdts,2,1
kdeSQ1wC,3,2
l0sTu9P3,1,1
UCOsIYlQ,6,1
lyceM7zw,7,2
RO07QrFK,1,1
jHykVXci,2,1
yi0jDU2p,4,2
kT5VyBeh,7,1
DMnGKg65,7,1
gNdGsEqH,7,1
g76bGTcj,7,1
mqFatlzU,7,1
5hq9vQy6,5,1
wdutGsMC,5,1
PbVRCUmM,1,1
AC5grU6R,3,2
Kgqn1oJr,5,1
KTMEABdi,5,1
PRIS35z0,1,1
hQOtYnwi,6,1
17A9dGF8,4,2
khPFMyEW,1,1
dJjvaPgq,7,1
PMGAYUrO,1,1
OLUeQhDy,1,1
xoOy9gle,7,1
qdE6lZkz,3,2
3Slb9EDd,2,2
wAdHJL7E,3,2
hn9lOvDX,2,2
nRHcrLjM,6,1
dP32vJMB,5,1
G0BLhH2l,1,1
wR02Kpiy,1,1
hbicZGAg,4,2
VocIMTCt,7,1
NuvL1sf9,2,1
EfdBIiRs,3,2
w2c8f6oV,7,1
Fp7xVGJt,5,1
YNco19ER,1,1
OdMSWyJm,5,2
mzj13QB5,2,1
sxQWaH5S,5,1
xi6eUbTQ,4,1
QpUKDtrb,1,1
l7qjTYUH,4,1
yZGp9tOn,4,2
m0vCsATZ,2,2
YZeJFz6D,7,1
QdpsGtnu,1,1
hqNH4RvY,1,1
w83br9EL,7,1
KdorSCIw,1,1
jUzZQpYe,4,1
RnJAjgpX,2,1
lDA13i08,2,1
sGWNC8hq,1,1
wiuLPFBK,4,1
rImNowaV,7,1
1KibnftR,7,1
8BXAPT15,5,1
8Vu7N3SI,5,2
r6nkCFPd,7,2
qYikuRCT,7,2
PK2eUB6X,7,2
gD46XZri,1,1
fSjQgNqH,7,1
gxhpAj0N,4,2
8oiubaZR,4,1
2xpg6lFa,5,2
n35BKvFs,1,1
mCW72hH9,5,1
p3FjaOmB,1,1
hmV3v1Hc,1,1
e8nFujKQ,2,1
TdReAh13,1,1
mDrAUvRJ,1,1
eSW6vifc,5,1
IomyTpit,5,1
Ljz9PcY1,1,1
9i4RmFfT,4,2
L9gmnIzl,4,1
fEOaoyxl,1,1
LGdQ6kIz,1,1
o8gysKiF,7,1
ebgXK4Dq,1,1
wdTbZqu5,1,1
JjgaeCyK,3,2
iBySIDNZ,4,2
nt1ShFup,2,2
hRpCrksw,1,1
Dz7iUpnV,1,1
erVY5nZo,7,2
6w8lRmGE,1,1
T4pEU61i,1,1
a9RrgCsp,5,1
CPHT3dJu,1,1
UzVSJINE,3,2
AX2LDmhJ,4,1
x7A8CLek,7,1
FrcCHmOw,7,1
Ula7XAZN,1,1
Js65DXyz,4,2
9YG4Fl3N,4,2
LnZQWk1e,4,2
nbf0DgR8,4,2
34DYLGKj,7,1
DFQkKo9M,5,1
Y4jDeI7S,2,1
riIuBbxD,2,1
uH9RhVzb,1,1
arhqbAto,4,2
k5ev6zA9,3,2
HW13oO6C,7,1
rijxZBFH,1,1
Td702BnN,5,1
dmCcOzh7,5,1
lBrWFLGH,1,1
RBtnQbGI,1,1
ivxNI1Ol,5,1
2fVwPs6Q,4,1
C81aBHtq,2,1
M63wkg2T,7,1
4ieHPV79,2,1
m9wIXLy1,4,2
amJkC7c0,6,1
TpPuW9sR,5,1
iVWtphzc,1,1
xHobmiar,2,1
gviwSfAo,2,1
90k51HKt,2,1
v3A6lmUb,7,1
EyuRawsB,4,1
yBnhuML2,2,1
vhIozUx2,5,1
4Vx6A1eT,7,1
pwegG7lZ,7,1
xaKVGX4i,2,2
WB91VhQL,4,2
AQRFuXHn,5,2
3Ctps0nX,7,1
MciDWRJb,1,1
qfRGZUvw,2,1
oGDcYbzL,5,1
hfnJHQ7S,1,1
XyDv1wJs,3,2
X7Jqw3ik,7,2
8FeyfvHi,1,1
CG5hiBzY,7,1
kLtQ0Tad,7,1
7RZ63g5y,1,1
dwnB3AJZ,3,2
OPx9KWB7,1,1
0MohPiH2,1,1
2sFiHvoC,5,2
X0asQ5Ar,5,2
OGnulhIT,3,2
z3JDUAwa,1,1
PHtcDK9n,7,1
WSVwO5E9,1,1
AqEfuIdY,1,1
O3tLaqfj,4,2
p307dyaD,4,2
9o5vfrVn,7,1
rpOfbKjs,7,1
rnuB0JeZ,2,1
tAnWPjQv,1,1
pUEbBIh3,4,1
SlpC19dW,1,1
IXSavN3n,4,1
2jWZTyJa,1,1
5RxFCPlm,5,1
qbUtO8u2,5,1
1ZKg34Mx,5,2
bzwdPlYO,4,2
vbPTtCpl,7,1
Uld4Hf3e,1,1
RkUZprub,4,2
YokcSzCE,2,2
kRBzf2Kp,5,1
qosVU2YH,7,1
lcRrwg6A,4,2
97BSnJRx,6,1
EmNPbdJo,1,1
JuwR4czp,1,1
zodOxljB,1,1
kRTyzVcu,4,2
UWYlTrmt,7,1
c1Rxr9IC,7,1
3eaPrGCx,2,2
CgFynOqw,3,2
8hwXCQR7,3,2
C0QYcdMP,4,1
f1CIajQA,4,2
BuJb4tz2,6,1
iRtd7D8F,7,1
IV8v0AxY,6,1
AteM9Rd1,1,1
uhFAd02K,5,1
BrVv0iFJ,7,1
eIcBfip1,5,1
fSc5i7X4,6,1
98XszNhV,5,2
K5fcAv8z,4,1
1MQOaPwG,5,1
YVTI2Br3,2,1
K5wj76UT,2,1
0EPzRZXt,3,2
AT6iVwfa,7,2
QfeLBSEH,2,1
XZPJDCOv,7,1
3vDBuham,1,1
AmXiPUwe,5,1
HLEcrpmw,5,1
J6d9Tq8g,4,2
STXLlHzN,5,1
Rj96niuB,7,1
I4hiBnYy,7,2
BGNJDn0s,4,2
WgcXjwSr,2,2
L0EgvkO5,7,1
58OQ4T9p,4,2
H0QuS8Wt,1,1
hnQfrTc5,1,1
v6dR3AFo,1,1
0R5KobWA,6,1
jf5Vhn7u,4,1
hPs3M074,3,2
PqBf0p5F,1,1
yzustP9b,1,1
w0CmTnvZ,2,1
idP6njNI,1,1
ErbvKd3A,2,1
SdM80mqw,4,2
uvmZ6s8U,2,1
1USAcET6,1,1
vSqmCM46,2,1
pfZYbOyQ,4,2
jSgqtQ4U,7,1
b2mpWg35,7,1
Ff9hY1zs,5,1
NBQA2yEu,1,1
PhAjZx04,4,1
A3sTiuo8,4,2
l2LcquQb,1,1
Gv3UbXze,7,1
5NWKbuam,6,1
ruTWo7wh,2,1
souvSYJE,1,1
97gvPImf,7,1
0to1phdW,1,1
3L7kgfWi,3,2
BwD9PkNc,1,1
TUWvu9X7,4,1
VNaD0jcn,7,1
oN6vYQXP,5,1
WgEmuCzf,1,1
y7HrsA1G,1,1
cLE5WSRt,5,1
Gd1W7VT5,1,1
aT9zRSpO,1,1
0thMDJxk,2,1
t3AK29TU,1,1
MhgXLzQi,3,2
v4kzF68s,4,2
07IgYZbv,2,1
yvwKHTDR,2,1
26m9Tvfg,1,1
mo2An7VY,2,1
AT0M4Jpq,1,1
IcFrmepL,4,2
WzTsCcty,5,2
XeHMUETw,7,1
EfzGiFB4,7,1
Ydl52FQu,7,1
AZXYk5Gn,4,2
tw3PlD9s,7,1
X2iyTZs0,1,1
C72uYj5x,5,1
KaLGfAMr,2,2
VH7aRdZI,2,2
mgXaKtvx,7,1
sVrDYIwc,2,1
e4IKLWdP,5,1
DKRCrYhF,3,2
N8ye45rF,1,1
y2hY0iB9,1,1
7mhHckQY,4,2
Dl0oZvtg,1,1
nYVbFxsE,2,1
Kw5fznrl,7,1
IcQPL7SK,7,1
zvgo4GLa,1,1
jxt9cn1D,5,2
IV0LPmTO,1,1
GiHnxyCc,3,2
joy9LCQW,2,2
vAZlOogB,1,1
KdW5kevz,1,1
OkNwUEJd,6,1
3wxviOEy,7,1
aTd14bGY,2,1
18uZfUbw,7,1
6WbrnPXE,3,2
5WzTaFuw,4,1
pV358ceQ,5,2
qOoVaS21,4,1
LhmO3lFg,1,1
RCcDfnhm,7,1
mg25xt7o,5,1
ovl1KgIt,7,1
lcOIvtGT,1,1
3DWnphx5,7,1
Q3SHohYk,1,1
PmQ8NvBI,7,1
NQRqDekZ,2,1
RKPNbuYE,1,1
pXyJsVM1,5,2
YKO547ah,2,1
YuzQ7TbB,7,1
fL2IKlcU,2,1
AQlq1vga,7,1
8by9LmN0,1,1
SIVvZJy5,5,1
8jkDnOqu,1,1
KCnfVes0,5,1
OY50f9pD,5,1
rCDi51UV,1,1
3b8EflnV,4,1
vVpLon7c,1,1
1zqZonO9,1,1
Fy6eLmQC,4,2
17vHXjmc,6,1
DK4fSV9Y,4,1
YFp40tzN,7,1
c3eWv9SV,4,2
p0tRoEqM,1,1
oXbyhvj9,3,2
I1KH97Jd,1,1
niefu2mz,5,1
42nvx6Pj,7,1
rAl0ZCoK,7,1
3X1YwbZA,7,1
J35N06oD,3,2
tSUC5kjp,1,1
Ia4wc1Fr,1,1
ta7gMW6f,4,2
pfywunIl,4,1
GOcbI5Xe,4,2
LwClczRs,2,2
E3qlLDKw,1,1
